 0	-306.000	0.00000000	28.19	1.0000
 1	-253.000	0.00000000	28.20	1.0000
 2	-247.000	0.00000000	28.96	1.0000
 3	-246.000	0.00000000	28.58	1.0000
 4	-269.000	0.00000000	28.86	1.0000
 5	-227.000	0.00000000	29.17	1.0000
 6	-251.000	0.00000000	29.79	1.0000
 7	-251.000	12.07905293	29.40	1.0000
 8	-275.000	1492.58629227	38.79	0.9500
 9	-234.000	1306.17822170	38.76	0.9025
10	-212.000	1130.54543495	31.83	0.8574
11	-213.000	1064.88431931	31.31	0.8145
12	-163.000	1023.04322815	31.14	0.7738
13	-187.000	980.95229149	31.02	0.7351
14	-170.000	942.55922127	30.51	0.6983
15	-181.000	901.69926739	29.91	0.6634
16	-128.000	854.56018782	26.53	0.6302
17	-148.000	815.75446701	29.54	0.5987
18	-126.000	773.94489479	32.59	0.5688
19	-142.000	734.02454996	34.06	0.5404
20	-148.000	702.03562212	30.51	0.5133
21	 -95.000	669.16447115	27.18	0.4877
22	-107.000	634.95015621	29.30	0.4633
23	 -85.000	608.07205057	30.46	0.4401
24	-118.000	581.57140350	30.45	0.4181
25	 -76.000	553.45429087	24.12	0.3972
26	-101.000	532.11977935	27.78	0.3774
27	 -92.000	507.53217411	28.00	0.3585
28	 -94.000	488.61326790	24.08	0.3406
29	 -84.000	465.44877696	26.01	0.3235
30	 -68.000	447.54019570	23.75	0.3074
31	-103.000	430.14880705	30.67	0.2920
32	-167.000	418.09416294	37.50	0.2774
33	 -96.000	409.45190382	25.75	0.2635
34	 -70.000	395.02585387	27.40	0.2503
35	 -92.000	381.05694628	27.23	0.2378
36	-102.000	369.84279966	29.38	0.2259
37	 -59.000	353.99485660	27.75	0.2146
38	-193.000	345.57751966	44.42	0.2039
39	-233.000	344.66371632	51.83	0.1937
40	-208.000	341.56434083	45.71	0.1840
41	-209.000	338.76491308	48.04	0.1748
42	-141.000	331.41026187	36.91	0.1661
43	-173.000	322.12765336	40.61	0.1578
44	 -69.000	310.04492784	25.19	0.1499
45	 -67.000	295.62684834	24.39	0.1424
46	 -95.000	276.17287982	27.89	0.1353
47	 -69.000	261.71775007	25.96	0.1285
48	 -52.000	249.03962266	25.03	0.1221
49	 -49.000	233.73553360	21.74	0.1160
50	 -50.000	219.15510881	20.66	0.1102
51	 -38.000	209.46873605	17.41	0.1047
52	 -61.000	200.76366353	23.65	0.0994
53	 -49.000	191.82518017	18.56	0.0945
54	 -36.000	182.65053463	20.16	0.0897
55	 -43.000	174.47588634	17.06	0.0853
56	   3.000	165.98229694	14.96	0.0810
57	 -52.000	159.08719754	19.57	0.0769
58	 -39.000	152.84614253	20.29	0.0731
59	 -30.000	146.06064540	16.60	0.0694
60	 -42.000	141.10875070	18.18	0.0660
61	 -18.000	138.06637233	14.24	0.0627
62	 -18.000	132.74963683	19.50	0.0595
63	   1.000	128.87716872	16.50	0.0566
64	 -12.000	125.20158243	15.21	0.0537
65	 -16.000	122.30681342	16.54	0.0510
66	 -15.000	117.24476349	15.18	0.0485
67	  -7.000	113.11920977	17.18	0.0461
68	 -12.000	108.90022302	14.37	0.0438
69	 -25.000	105.41580856	19.74	0.0416
70	  -2.000	103.64248961	17.05	0.0395
71	   6.000	99.71142572	18.04	0.0375
72	   3.000	96.96775633	14.56	0.0356
73	  10.000	96.36762899	15.71	0.0339
74	 -21.000	95.31579477	17.82	0.0322
75	   0.000	93.20039451	14.60	0.0306
76	 -18.000	92.50912118	17.48	0.0290
77	 -55.000	92.39617288	19.74	0.0276
78	 -76.000	91.84176230	20.67	0.0262
79	 -19.000	89.24080509	17.91	0.0249
80	   0.000	88.46220881	19.44	0.0236
81	  12.000	83.90495282	16.83	0.0225
82	  14.000	81.76190400	14.78	0.0213
83	   8.000	78.98692715	12.88	0.0203
84	   3.000	76.81311047	13.60	0.0193
85	   0.000	74.50314572	16.56	0.0183
86	  -2.000	72.97198164	15.31	0.0174
87	 -10.000	70.33792293	16.32	0.0165
88	   1.000	68.28221667	16.23	0.0157
89	   0.000	66.93294382	12.29	0.0149
90	  -4.000	64.69416368	15.31	0.0142
91	   0.000	62.67702481	12.04	0.0135
92	   0.000	61.88672933	14.28	0.0128
93	   0.000	58.17735210	14.59	0.0121
94	   4.000	56.30213985	15.42	0.0115
95	   7.000	56.07596913	25.67	0.0110
96	   1.000	53.58128542	18.10	0.0104
97	  12.000	53.47785145	28.18	0.0100
98	   6.000	51.62513223	14.24	0.0100
99	  22.000	50.91404825	15.84	0.0100
100	  -3.000	50.29180554	16.16	0.0100
101	   9.000	47.54041353	14.00	0.0100
102	  10.000	48.08722740	15.50	0.0100
103	  -3.000	46.70123297	17.00	0.0100
104	  13.000	44.87257442	17.43	0.0100
105	   2.000	44.55959517	15.89	0.0100
106	  10.000	42.81002429	18.01	0.0100
107	   7.000	41.67881516	20.05	0.0100
108	   5.000	42.12323502	19.53	0.0100
109	  10.000	40.84082785	18.27	0.0100
110	  24.000	40.25173664	25.64	0.0100
111	   1.000	40.50811188	19.41	0.0100
112	  14.000	39.86264823	16.39	0.0100
113	  17.000	38.86995843	20.73	0.0100
114	   4.000	39.18330806	20.83	0.0100
115	  16.000	38.03603479	20.47	0.0100
116	   5.000	36.72989187	21.24	0.0100
117	   1.000	37.17914021	20.58	0.0100
118	  15.000	36.50383729	22.25	0.0100
119	  18.000	36.15940808	21.23	0.0100
120	  13.000	35.64689131	21.23	0.0100
121	   2.000	35.55339524	27.13	0.0100
122	  16.000	34.17218062	23.05	0.0100
123	  18.000	34.69776417	20.57	0.0100
124	   7.000	34.41921322	21.51	0.0100
125	  20.000	34.28255075	22.85	0.0100
126	  13.000	33.14630282	20.32	0.0100
127	  20.000	32.88663295	20.88	0.0100
128	   2.000	33.25366277	23.81	0.0100
129	  15.000	32.53194271	22.87	0.0100
130	  14.000	33.56683597	23.48	0.0100
131	  16.000	32.44789229	20.61	0.0100
132	  23.000	32.02923127	22.30	0.0100
133	   6.000	32.83061051	20.88	0.0100
134	  10.000	34.64373055	22.31	0.0100
135	   9.000	32.64857228	24.93	0.0100
136	  -4.000	31.52426083	24.01	0.0100
137	  14.000	31.16590700	23.22	0.0100
138	   2.000	30.99306020	20.30	0.0100
139	  10.000	30.76408280	20.45	0.0100
140	   5.000	29.59203239	20.70	0.0100
141	  14.000	29.81934550	21.33	0.0100
142	  13.000	29.04934305	22.73	0.0100
143	   9.000	28.65528107	24.25	0.0100
144	   2.000	28.45025635	22.47	0.0100
145	  12.000	28.72907819	23.68	0.0100
146	   3.000	28.19626726	23.27	0.0100
147	  16.000	28.17380503	23.66	0.0100
148	  14.000	28.43096350	22.64	0.0100
149	  18.000	28.76241371	23.02	0.0100
150	  14.000	28.15243000	22.66	0.0100
151	   8.000	27.82818943	23.91	0.0100
152	  19.000	28.22964707	23.61	0.0100
153	  -1.000	27.08024946	24.41	0.0100
154	  18.000	26.37738407	22.10	0.0100
155	  14.000	25.62952538	22.37	0.0100
156	  24.000	22.25713693	24.13	0.0100
157	  11.000	20.16321392	22.90	0.0100
158	  20.000	18.80609313	23.36	0.0100
159	 -16.000	19.26693415	23.77	0.0100
160	  16.000	19.04511035	22.60	0.0100
161	  16.000	19.30796508	23.76	0.0100
162	   4.000	19.90473320	22.60	0.0100
163	  16.000	21.01800247	20.22	0.0100
164	  10.000	20.31843058	23.07	0.0100
165	  16.000	20.76965386	21.81	0.0100
166	  16.000	20.28632668	22.89	0.0100
167	   1.000	21.41863623	24.38	0.0100
168	   6.000	20.82743689	25.65	0.0100
169	  16.000	21.32021527	22.34	0.0100
170	  16.000	22.51664869	25.39	0.0100
171	  12.000	22.32928583	25.35	0.0100
172	  14.000	22.44044146	24.07	0.0100
173	  16.000	23.00224060	24.65	0.0100
174	  14.000	22.42500033	25.97	0.0100
175	  11.000	22.12448309	24.06	0.0100
176	  17.000	22.40735521	24.01	0.0100
177	   2.000	22.60186099	25.97	0.0100
178	   9.000	22.10840721	24.39	0.0100
179	  13.000	22.13496482	23.63	0.0100
180	  14.000	22.17965589	25.08	0.0100
181	  16.000	21.90285647	27.02	0.0100
182	  16.000	22.94591489	24.67	0.0100
183	  11.000	22.56280361	24.00	0.0100
184	   8.000	23.25052127	25.68	0.0100
185	   4.000	22.85340388	24.21	0.0100
186	  22.000	22.96809968	26.29	0.0100
187	   2.000	22.98991321	24.91	0.0100
188	  16.000	22.99762405	27.81	0.0100
189	   6.000	22.91600201	25.16	0.0100
190	  18.000	22.68519770	25.60	0.0100
191	  20.000	23.73816469	25.15	0.0100
192	   9.000	22.75349484	25.67	0.0100
193	  17.000	23.22437707	25.43	0.0100
194	   9.000	23.43770970	24.24	0.0100
195	  16.000	23.87563220	26.19	0.0100
196	  12.000	23.93811382	24.27	0.0100
197	   8.000	23.80823134	27.88	0.0100
198	   7.000	23.93045278	26.19	0.0100
199	  13.000	24.29025699	24.05	0.0100
200	  13.000	23.31581739	24.93	0.0100
201	   4.000	23.17304300	27.33	0.0100
202	  11.000	23.24093872	26.60	0.0100
203	  -1.000	23.32768659	23.69	0.0100
204	  14.000	23.34780249	23.05	0.0100
205	  12.000	22.84019871	25.01	0.0100
206	  18.000	22.39453878	27.51	0.0100
207	  18.000	22.42785886	25.86	0.0100
208	  13.000	22.24458422	26.05	0.0100
209	  11.000	22.13432521	29.03	0.0100
210	  15.000	21.68877082	27.40	0.0100
211	  18.000	21.85321966	26.87	0.0100
