0, 17092.648597240448
1, 19163.601258277893
2, 15698.690484046936
3, 14464.528718233109
4, 11244.448699474335
5, 6570.254054546356
6, 8355.004922389984
7, 5875.558714866638
8, 4633.546017169952
9, 2373.948271036148
10, 2931.9453320503235
11, 1859.5229856967926
12, 1423.3214809894562
13, 1254.5210347175598
14, 1288.0041165351868
15, 1768.5303843021393
16, 1340.4584708213806
17, 1598.5056066513062
18, 1209.5928778648376
19, 3022.4971964359283
20, 2599.427797794342
21, 792.1408357620239
22, 1897.8644545078278
23, 2176.070709466934
24, 1780.7976686954498
25, 1708.8906404972076
26, 1736.8341574668884
27, 1800.4917373657227
28, 1812.5417413711548
29, 1732.1305856704712
30, 1723.3542914390564
31, 1790.660141468048
32, 1917.5341413021088
33, 1875.6182842254639
34, 1715.9547078609467
35, 1861.6545724868774
36, 1957.9497244358063
37, 1984.000961303711
38, 2051.9889397621155
39, 2143.2389068603516
40, 2176.3572430610657
41, 2239.7648026943207
42, 2364.9455161094666
43, 2463.344901561737
44, 2556.532124519348
45, 2715.4848618507385
46, 2857.1317381858826
47, 2783.4081375598907
48, 2770.177641391754
49, 2790.8163974285126
