0, 224422.1772449082
1, 218111.9126692204
2, 220697.85658634288
3, 223436.63530981453
4, 225557.59060047838
5, 226674.61556370804
6, 226385.72653603036
7, 226480.54513817697
8, 227137.31522091417
9, 226458.15749721025
10, 226221.93183856437
11, 225147.6685198201
12, 225397.31498489855
13, 224846.70312872945
14, 225156.84047371804
15, 225437.64779534342
16, 225253.01630628295
17, 225299.22590615207
18, 225307.04215765774
19, 224882.416724875
20, 225069.43387816404
21, 225323.07145385107
22, 224878.76422526425
23, 221186.13986355698
24, 221152.29775334432
25, 221152.29775334432
26, 221152.29775334432
27, 221241.6711229265
28, 221273.22579553927
29, 221474.73142156508
30, 222230.377519162
31, 221180.02489655733
32, 222013.85005183925
33, 221658.55611537286
34, 222036.02235375816
35, 222230.377519162
36, 221507.47153884926
37, 222230.377519162
38, 222230.377519162
39, 222230.377519162
40, 222230.377519162
41, 222230.377519162
42, 222230.377519162
43, 222230.377519162
44, 222230.377519162
45, 222230.377519162
46, 222230.377519162
47, 222230.377519162
48, 222230.377519162
49, 222230.377519162
