 0	 184.967	0.00000000	26.52	1.0000
 1	 193.705	0.00000000	28.89	1.0000
 2	 197.380	0.00000000	28.49	1.0000
 3	 198.325	0.00000000	30.59	1.0000
 4	 201.169	0.00000000	31.49	1.0000
 5	 198.983	0.00000000	29.33	1.0000
 6	 195.839	0.00000000	28.40	1.0000
 7	 201.066	6.63535309	29.90	1.0000
 8	 198.648	778.88108444	31.26	0.9500
 9	 203.743	690.42321658	30.55	0.9025
10	 200.873	597.35145140	30.53	0.8574
11	 195.883	512.02416778	29.58	0.8145
12	 200.702	473.76057744	29.97	0.7738
13	 205.898	460.37269688	28.68	0.7351
14	 195.864	454.94756007	30.08	0.6983
15	 201.836	448.05079699	28.63	0.6634
16	 188.485	449.11762452	30.90	0.6302
17	 202.259	443.26224113	46.49	0.5987
18	 201.849	445.44356608	32.50	0.5688
19	 198.891	444.96177292	30.70	0.5404
20	 202.067	444.69281864	28.20	0.5133
21	 202.968	447.82975101	30.95	0.4877
22	 198.791	446.02418160	30.29	0.4633
23	 202.581	446.48628306	28.52	0.4401
24	 206.773	445.19771290	31.33	0.4181
25	 197.294	447.13122129	34.88	0.3972
26	 202.280	443.96934938	32.33	0.3774
27	 199.533	449.88347864	32.53	0.3585
28	 202.083	448.92563486	36.58	0.3406
29	 204.676	449.21101475	31.72	0.3235
30	 199.696	452.62902164	31.60	0.3074
31	 205.423	442.98079610	32.61	0.2920
32	 204.205	451.22710705	31.88	0.2774
33	 200.576	452.18125987	30.44	0.2635
34	 202.136	450.51370072	29.67	0.2503
35	 207.117	445.75755429	34.01	0.2378
36	 195.591	449.73909235	29.83	0.2259
37	 203.530	454.70209646	30.18	0.2146
38	 198.133	450.76685905	30.78	0.2039
39	 202.678	456.02697635	30.22	0.1937
40	 205.358	454.23183990	34.23	0.1840
41	 198.899	455.75957656	34.06	0.1748
42	 205.476	454.75797820	30.96	0.1661
43	 201.965	455.14170742	33.96	0.1578
44	 200.371	445.87973499	34.10	0.1499
45	 203.172	451.78739834	47.34	0.1424
46	 206.881	455.47514606	44.77	0.1353
47	 198.629	458.10986805	43.51	0.1285
48	 204.595	454.14124131	41.88	0.1221
49	 199.520	461.36530423	42.84	0.1160
50	 203.141	455.01856422	51.48	0.1102
51	 205.466	457.98378563	54.06	0.1047
52	 200.047	463.26171398	53.91	0.0994
53	 204.265	454.04493260	60.09	0.0945
54	 204.143	459.73470783	53.53	0.0897
55	 200.284	455.23681593	63.80	0.0853
56	 203.114	452.57522726	61.29	0.0810
57	 207.329	451.07309771	60.57	0.0769
58	 197.910	449.94358850	57.02	0.0731
59	 203.668	451.07395720	55.24	0.0694
60	 199.374	452.28316927	51.22	0.0660
61	 202.153	450.59885287	57.06	0.0627
62	 204.330	458.42444468	54.11	0.0595
63	 199.729	453.11188936	50.21	0.0566
64	 205.348	449.47165656	56.93	0.0537
65	 204.556	451.95438623	56.93	0.0510
66	 199.868	455.54268622	54.55	0.0485
67	 203.133	459.71825171	61.26	0.0461
68	 207.628	459.10300803	52.13	0.0438
69	 199.460	458.39370370	55.18	0.0416
70	 204.912	461.99284410	57.23	0.0395
71	 198.944	460.29759169	59.23	0.0375
72	 203.843	454.34924102	62.96	0.0356
73	 205.417	456.17790413	53.69	0.0339
74	 200.553	458.15719533	54.97	0.0322
75	 205.365	456.81424737	75.29	0.0306
76	 204.676	462.90898108	77.82	0.0290
77	 200.428	458.87939477	56.39	0.0276
78	 203.243	455.41452980	56.88	0.0262
79	 207.289	457.53808331	56.09	0.0249
80	 199.072	458.71534801	61.34	0.0236
81	 205.018	459.40116072	58.68	0.0225
82	 199.950	456.38826895	60.26	0.0213
83	 203.964	452.81046987	63.60	0.0203
84	 205.798	451.88486528	57.43	0.0193
85	 200.548	454.14424777	62.04	0.0183
86	 205.766	448.47677493	57.07	0.0174
87	 204.370	447.92730117	59.85	0.0165
88	 199.728	449.00375581	64.98	0.0157
89	 203.726	443.79200864	65.73	0.0149
90	 207.819	446.38117814	61.38	0.0142
91	 199.460	438.48346233	71.30	0.0135
92	 204.838	446.74474978	59.26	0.0128
93	 200.544	444.84168196	63.31	0.0121
94	 203.920	443.36654162	59.91	0.0115
95	 205.462	442.48699856	61.82	0.0110
96	 200.140	442.64857459	59.04	0.0104
97	 205.439	445.62272882	61.52	0.0100
98	 204.473	446.99713731	63.52	0.0100
99	 200.662	443.03953743	46.14	0.0100
100	 203.471	436.17460823	32.43	0.0100
101	 207.289	437.45958805	34.63	0.0100
102	 199.370	443.74973297	33.56	0.0100
103	 204.918	439.99846959	32.16	0.0100
104	 200.592	442.16336560	37.12	0.0100
105	 203.281	442.31100893	46.48	0.0100
106	 205.570	437.42897320	41.51	0.0100
107	 200.327	435.55080199	45.13	0.0100
108	 205.158	433.52699089	40.55	0.0100
109	 204.497	436.40998220	42.65	0.0100
110	 200.348	428.65378833	46.35	0.0100
111	 203.077	431.29060745	40.34	0.0100
112	 206.848	432.61647677	37.52	0.0100
113	 199.296	432.06983185	38.27	0.0100
114	 204.396	432.38512659	39.59	0.0100
115	 199.934	429.35567164	37.11	0.0100
116	 201.307	424.89327955	37.61	0.0100
117	 203.734	422.85566807	42.18	0.0100
118	 198.728	427.96792936	43.20	0.0100
119	 203.595	423.01333976	41.79	0.0100
120	 202.898	428.20710063	41.12	0.0100
121	 197.975	419.96238732	40.52	0.0100
122	 201.515	421.77351475	44.46	0.0100
123	 206.111	422.25950432	44.36	0.0100
124	 197.835	424.68721366	44.39	0.0100
125	 203.360	426.22784138	48.44	0.0100
126	 198.595	426.47254062	48.46	0.0100
127	 201.307	424.01169443	51.54	0.0100
128	 203.572	422.17025733	48.65	0.0100
129	 198.166	423.39888167	49.55	0.0100
130	 201.246	422.75737214	48.24	0.0100
131	 200.361	420.80145311	47.85	0.0100
132	 198.489	425.79355192	48.06	0.0100
133	 202.355	418.96108484	47.79	0.0100
134	 206.452	418.60830903	51.24	0.0100
135	 199.039	423.87974429	50.00	0.0100
136	 204.865	425.98210931	50.88	0.0100
137	 200.263	418.98837376	51.15	0.0100
138	 203.356	420.41279006	51.35	0.0100
139	 205.201	421.21253514	51.12	0.0100
140	 200.233	425.81437826	51.20	0.0100
141	 204.475	418.56156969	49.27	0.0100
142	 204.720	420.89200974	49.56	0.0100
143	 200.515	424.30962372	49.61	0.0100
144	 203.149	421.75872612	47.35	0.0100
145	 208.289	420.64728427	51.03	0.0100
146	 199.647	421.75723076	51.57	0.0100
147	 205.644	419.31849599	52.22	0.0100
148	 200.825	416.84247971	54.49	0.0100
149	 204.349	423.77401614	51.97	0.0100
150	 206.301	420.44900370	71.68	0.0100
151	 200.990	422.36598134	51.66	0.0100
152	 206.079	424.40995049	53.01	0.0100
153	 205.420	421.98599887	51.00	0.0100
154	 201.119	422.16967988	51.77	0.0100
155	 204.341	428.68778634	51.27	0.0100
156	 207.771	418.50969791	51.47	0.0100
157	 200.500	424.24515533	52.95	0.0100
158	 206.241	420.12520027	52.39	0.0100
159	 201.743	422.56237555	49.73	0.0100
160	 204.269	420.12431216	40.47	0.0100
161	 205.758	418.59917355	40.97	0.0100
162	 200.775	425.79614329	39.74	0.0100
163	 205.614	425.16034722	39.05	0.0100
164	 205.697	420.44192028	39.35	0.0100
165	 201.269	420.61650729	40.12	0.0100
166	 203.970	419.73826337	53.07	0.0100
167	 208.121	421.14211011	43.40	0.0100
168	 200.105	418.69326973	43.37	0.0100
169	 205.792	419.00302744	41.72	0.0100
170	 201.359	425.91675949	41.14	0.0100
171	 204.502	422.40646434	42.68	0.0100
172	 206.291	419.04072356	41.61	0.0100
173	 201.299	424.36488676	39.73	0.0100
174	 206.191	426.72758651	39.45	0.0100
175	 205.463	426.84097695	40.56	0.0100
176	 200.816	421.18469858	41.56	0.0100
177	 203.267	424.02442908	44.63	0.0100
178	 207.278	431.77585030	41.51	0.0100
179	 199.262	418.90073824	39.90	0.0100
180	 205.101	425.24522138	37.54	0.0100
181	 200.825	427.36787820	38.14	0.0100
182	 204.350	425.25365305	39.35	0.0100
183	 205.473	425.81870127	38.73	0.0100
184	 200.445	422.91681910	39.14	0.0100
185	 205.407	425.21411824	39.22	0.0100
186	 204.285	428.40399384	39.73	0.0100
187	 199.542	426.06167412	39.36	0.0100
188	 202.659	429.22610164	38.71	0.0100
189	 206.669	424.34833503	38.86	0.0100
190	 198.464	429.32049584	39.05	0.0100
191	 204.721	423.65568280	39.34	0.0100
192	 200.880	419.59724665	37.97	0.0100
193	 204.135	424.68466139	38.44	0.0100
194	 205.546	426.26561999	38.79	0.0100
195	 200.843	418.68917465	39.61	0.0100
196	 205.570	423.25712681	39.46	0.0100
197	 205.009	421.60769701	39.68	0.0100
198	 200.376	424.94327068	39.70	0.0100
199	 203.042	424.09215760	39.79	0.0100
200	 207.296	423.15279293	39.35	0.0100
201	 199.095	421.68813610	39.78	0.0100
202	 205.671	421.25010490	40.52	0.0100
203	 201.421	419.97924399	41.06	0.0100
204	 204.564	422.47098517	40.98	0.0100
205	 206.303	417.43934321	40.25	0.0100
206	 201.367	420.85424566	41.00	0.0100
207	 206.258	419.06605816	41.08	0.0100
208	 205.586	424.00637126	40.81	0.0100
209	 201.213	423.98867702	41.91	0.0100
210	 204.003	422.55156231	43.32	0.0100
211	 208.154	421.93300486	53.22	0.0100
212	 200.155	424.49887991	62.71	0.0100
213	 205.860	422.30723786	49.79	0.0100
214	 201.544	421.01789737	51.31	0.0100
215	 204.481	420.62011647	53.62	0.0100
216	 206.275	426.71851015	54.75	0.0100
217	 201.333	422.72567964	60.89	0.0100
218	 206.359	422.17664051	55.34	0.0100
219	 205.755	419.34037471	64.35	0.0100
220	 201.213	424.35664058	57.88	0.0100
221	 203.072	421.22159147	58.94	0.0100
222	 206.825	424.96127415	57.63	0.0100
223	 198.288	419.91869259	55.40	0.0100
224	 204.373	422.50608087	54.01	0.0100
225	 199.991	425.74879408	54.44	0.0100
226	 203.739	425.55496359	54.21	0.0100
227	 205.001	425.20528388	65.78	0.0100
228	 200.165	419.01835489	65.27	0.0100
229	 205.788	419.92004609	71.47	0.0100
230	 204.982	421.27184153	69.21	0.0100
231	 200.655	421.66177535	76.13	0.0100
232	 202.686	421.35256910	78.34	0.0100
233	 207.155	422.03997159	88.52	0.0100
234	 199.576	420.32094193	71.30	0.0100
235	 205.826	421.87651467	71.93	0.0100
236	 200.825	420.29657054	73.89	0.0100
237	 203.412	425.16651940	70.01	0.0100
238	 205.950	420.98216033	68.88	0.0100
239	 201.183	425.46363974	64.76	0.0100
